OBJECTID,Name,Class,State Abbreviation,State FIPS,Place FIPS,2020 Total Population,Population Class,People per square mile,Area in square miles,Capital,x,y
2584,Farmington,city,NM,35,3525800,46624,6,1334,34.95,,-108.2030687,36.72939506
2585,Gallup,city,NM,35,3528460,21899,6,1084.6,20.19,,-108.7473495,35.51775681
2586,Hobbs,city,NM,35,3532520,40508,6,1532.1,26.44,,-103.1275958,32.71153764
2587,Las Cruces,city,NM,35,3539380,111385,8,1446,77.03,,-106.7770981,32.30297724
2588,Las Vegas,city,NM,35,3539940,13166,6,1681.5,7.83,,-105.2198315,35.59457998
2589,Los Alamos,Census Designated Place,NM,35,3542320,13179,6,1186.2,11.11,,-106.286103,35.89262501
2590,Los Lunas,village,NM,35,3543370,17242,6,920.6,18.73,,-106.7711235,34.80818365
2591,Lovington,city,NM,35,3544490,11668,6,1039,11.23,,-103.3504188,32.94562435
2592,North Valley,Census Designated Place,NM,35,3552750,11149,6,1599.6,6.97,,-106.6223345,35.14345549
2593,Portales,city,NM,35,3559260,12137,6,1526.7,7.95,,-103.3373103,34.18479396
2594,Rio Rancho,city,NM,35,3563460,104046,8,1004.1,103.62,,-106.6575667,35.24393161
2595,Roswell,city,NM,35,3564930,48422,6,1626,29.78,,-104.5293654,33.37292224
2596,Santa Fe,city,NM,35,3570500,87505,7,1671.9,52.34,State,-105.9468303,35.68134199
2597,Silver City,town,NM,35,3573260,9704,5,957,10.14,,-108.269854,32.77825854
2598,South Valley,Census Designated Place,NM,35,3574520,38338,6,1265.3,30.3,,-106.6820398,35.00896301
2599,Sunland Park,city,NM,35,3575640,16702,6,1205.1,13.86,,-106.5623843,31.79748052
2600,Albany,city,NY,36,3601000,99224,7,4522.5,21.94,State,-73.75587424,42.65163211
2601,Amsterdam,city,NY,36,3602066,18219,6,2910.4,6.26,,-74.19059756,42.9419662
2602,Auburn,city,NY,36,3603078,26866,6,3194.5,8.41,,-76.56847878,42.93382675
2603,Babylon,village,NY,36,3603408,12188,6,4954.5,2.46,,-73.32758055,40.6968756
2604,Baldwin,Census Designated Place,NY,36,3604143,33919,6,8212.8,4.13,,-73.61040961,40.66359012
2605,Batavia,city,NY,36,3604715,15600,6,2954.5,5.28,,-78.18024018,42.99869951
2606,Bay Shore,Census Designated Place,NY,36,3604935,29244,6,5139.5,5.69,,-73.25098487,40.732361
2607,Beacon,city,NY,36,3605100,13769,6,2821.5,4.88,,-73.96543959,41.50358464
2608,Bellmore,Census Designated Place,NY,36,3605738,16297,6,6876.4,2.37,,-73.52984267,40.66189067
2609,Bethpage,Census Designated Place,NY,36,3606387,16658,6,4653.1,3.58,,-73.48553739,40.74952757
2610,Binghamton,city,NY,36,3606607,47969,6,4309.9,11.13,,-75.90924131,42.1013969
2611,Bohemia,Census Designated Place,NY,36,3607157,9852,5,1140.3,8.64,,-73.12707746,40.77168662
2612,Brentwood,Census Designated Place,NY,36,3608026,62387,7,5697.4,10.95,,-73.252198,40.78622697
2613,Brighton,Census Designated Place,NY,36,3608257,37137,6,2380.6,15.6,,-77.58346937,43.11743132
2614,Buffalo,city,NY,36,3611000,278349,9,6854.2,40.61,,-78.87787622,42.88723738
2615,Canandaigua,city,NY,36,3612144,10576,6,2189.6,4.83,,-77.28053716,42.88850316
2616,Centereach,Census Designated Place,NY,36,3613376,30980,6,3477,8.91,,-73.08078724,40.86957671
2617,Central Islip,Census Designated Place,NY,36,3613552,36714,6,5134.8,7.15,,-73.19447378,40.78376165
2618,Cheektowaga,Census Designated Place,NY,36,3615000,76829,7,3021.2,25.43,,-78.74963417,42.90821171
2619,Cohoes,city,NY,36,3616749,18147,6,4280,4.24,,-73.70773398,42.77327128
2620,Commack,Census Designated Place,NY,36,3617530,36536,6,2982.5,12.25,,-73.28341663,40.8442489
2621,Copiague,Census Designated Place,NY,36,3618146,23429,6,7533.4,3.11,,-73.3946965,40.67488165
2622,Coram,Census Designated Place,NY,36,3618157,40220,6,2908.2,13.83,,-73.00587659,40.88124371
2623,Corning,city,NY,36,3618256,10551,6,3236.5,3.26,,-77.05613044,42.14696697
2624,Cortland,city,NY,36,3618388,17556,6,4490,3.91,,-76.17840351,42.60039829
2625,Deer Park,Census Designated Place,NY,36,3619972,28837,6,4673.7,6.17,,-73.32187684,40.762313
2626,Depew,village,NY,36,3620313,15178,6,2987.8,5.08,,-78.70437855,42.91175565
2627,Dix Hills,Census Designated Place,NY,36,3620687,26180,6,1662.2,15.75,,-73.33704473,40.80354515
2628,Dobbs Ferry,village,NY,36,3620698,11541,6,4769,2.42,,-73.86474883,41.01230342
2629,Dunkirk,city,NY,36,3621105,12743,6,2794.5,4.56,,-79.33223982,42.48028917
2630,Eastchester,Census Designated Place,NY,36,3621809,20901,6,6129.3,3.41,,-73.80795871,40.95781299
2631,East Islip,Census Designated Place,NY,36,3622315,13931,6,3500.3,3.98,,-73.18581631,40.7279344
2632,East Massapequa,Census Designated Place,NY,36,3622480,19854,6,5856.6,3.39,,-73.43594653,40.67533225
2633,East Meadow,Census Designated Place,NY,36,3622502,37796,6,5970.9,6.33,,-73.56041845,40.71972552
2634,East Northport,Census Designated Place,NY,36,3622612,20048,6,3892.8,5.15,,-73.32327463,40.87916133
2635,East Patchogue,Census Designated Place,NY,36,3622733,21580,6,2566,8.41,,-72.979791,40.77253516
2636,Eggertsville,Census Designated Place,NY,36,3623701,15561,6,5440.9,2.86,,-78.80643927,42.96649789
2637,Elmira,city,NY,36,3624229,26523,6,3499.1,7.58,,-76.80970576,42.09380349
2638,Elmont,Census Designated Place,NY,36,3624273,35265,6,10311.4,3.42,,-73.70778053,40.70327294
2639,Elwood,Census Designated Place,NY,36,3624405,11426,6,2390.4,4.78,,-73.33887291,40.84620998
2640,Endicott,village,NY,36,3624515,13667,6,4270.9,3.2,,-76.06393841,42.09795381
2641,Endwell,Census Designated Place,NY,36,3624526,11762,6,3111.6,3.78,,-76.02185404,42.11843946
2642,Fairmount,Census Designated Place,NY,36,3625043,10248,6,3050,3.36,,-76.24854622,43.04139212
2643,Farmingville,Census Designated Place,NY,36,3625417,14983,6,3575.9,4.19,,-73.04014187,40.83885855
2644,Floral Park,village,NY,36,3626264,16172,6,11309.1,1.43,,-73.70291428,40.72254969
2645,Fort Drum,Census Designated Place,NY,36,3626759,15896,6,1100.1,14.45,,-75.78470316,44.04495233
2646,Fort Salonga,Census Designated Place,NY,36,3626946,9652,5,1005.4,9.6,,-73.29913886,40.90582804
2647,Franklin Square,Census Designated Place,NY,36,3627309,30903,6,10730.2,2.88,,-73.67748186,40.70018544
2648,Fredonia,village,NY,36,3627419,9585,5,1864.8,5.14,,-79.33197567,42.44067653
2649,Freeport,village,NY,36,3627485,44472,6,9688.9,4.59,,-73.58526838,40.65243494
2650,Fulton,city,NY,36,3627815,11389,6,2296.2,4.96,,-76.41610553,43.31675588
2651,Garden City,village,NY,36,3628178,23272,6,4341.8,5.36,,-73.64470755,40.72662482
2652,Geneva,city,NY,36,3628640,12812,6,2190.1,5.85,,-76.98267088,42.86444639
2653,Glen Cove,city,NY,36,3629113,28365,6,4146.9,6.84,,-73.62823178,40.86946877
2654,Glens Falls,city,NY,36,3629333,14830,6,3716.8,3.99,,-73.64586495,43.31084213
2655,Gloversville,city,NY,36,3629443,15131,6,2996.2,5.05,,-74.34684514,43.05065008
2656,Great Neck,village,NY,36,3630169,11145,6,8443.2,1.32,,-73.73364646,40.80293828
2657,Greece,Census Designated Place,NY,36,3630279,14429,6,3301.8,4.37,,-77.70262997,43.20953123
2658,Greenlawn,Census Designated Place,NY,36,3630543,13661,6,3566.8,3.83,,-73.363908,40.86829925
2659,Hampton Bays,Census Designated Place,NY,36,3631896,15228,6,1165.1,13.07,,-72.5307702,40.8798906
2660,Harrison,village,NY,36,3632402,28218,6,1618,17.44,,-73.71246332,40.96985514
2661,Hauppauge,Census Designated Place,NY,36,3632732,20083,6,1951.7,10.29,,-73.21186741,40.82165531
2662,Haverstraw,village,NY,36,3632754,12323,6,6223.7,1.98,,-73.96750772,41.19224648
2663,Hempstead,village,NY,36,3633139,59169,7,15991.6,3.7,,-73.61928874,40.70431237
2664,Hicksville,Census Designated Place,NY,36,3634374,43869,6,6441.9,6.81,,-73.52448719,40.76369426
2665,Holbrook,Census Designated Place,NY,36,3635056,26487,6,3849.9,6.88,,-73.07070286,40.79440182
2666,Holtsville,Census Designated Place,NY,36,3635254,18937,6,2663.4,7.11,,-73.04467254,40.812368
2667,Huntington,Census Designated Place,NY,36,3636233,19645,6,2571.3,7.64,,-73.42913514,40.87203668
2668,Huntington Station,Census Designated Place,NY,36,3637044,34878,6,6364.6,5.48,,-73.40497957,40.84461837
2669,Irondequoit,Census Designated Place,NY,36,3637737,51043,7,3378.1,15.11,,-77.58991982,43.21817433
2670,Islip,Census Designated Place,NY,36,3637869,18418,6,3853.1,4.78,,-73.21588122,40.73630112
2671,Ithaca,city,NY,36,3638077,32108,6,5289.6,6.07,,-76.50318573,42.44413503
2672,Jamestown,city,NY,36,3638264,28712,6,3172.6,9.05,,-79.23666562,42.09748691
2673,Jefferson Valley-Yorktown,Census Designated Place,NY,36,3638500,14444,6,2048.8,7.05,,-73.80066776,41.31795871
2674,Jericho,Census Designated Place,NY,36,3638539,14808,6,3739.4,3.96,,-73.54161791,40.78745126
2675,Johnson City,village,NY,36,3638748,15343,6,3285.4,4.67,,-75.96250604,42.12320188
2676,Kenmore,village,NY,36,3639232,15205,6,10559,1.44,,-78.87128251,42.9646309
2677,Kings Park,Census Designated Place,NY,36,3639672,17085,6,2584.7,6.61,,-73.24692836,40.88785873
2678,Kingston,city,NY,36,3639727,24069,6,2744.5,8.77,,-73.99679542,41.92950721
2679,Kiryas Joel,village,NY,36,3639853,32954,6,22116.8,1.49,,-74.16672638,41.33982849
2680,Lackawanna,city,NY,36,3640189,19949,6,3045.6,6.55,,-78.81271425,42.81836389
2681,Lake Grove,village,NY,36,3640530,11072,6,3740.5,2.96,,-73.11678019,40.85861838
2682,Lake Ronkonkoma,Census Designated Place,NY,36,3640838,18619,6,4101.1,4.54,,-73.11122689,40.83078662
2683,Lancaster,village,NY,36,3641135,10027,6,3672.9,2.73,,-78.67013177,42.90068631
2684,Levittown,Census Designated Place,NY,36,3642081,51758,7,7567,6.84,,-73.51247024,40.72413012
2685,Lindenhurst,village,NY,36,3642554,27148,6,7239.5,3.75,,-73.37126236,40.68630885
2686,Lockport,city,NY,36,3643082,20876,6,2470.5,8.45,,-78.69561753,43.16984886
2687,Long Beach,city,NY,36,3643335,35029,6,15778.8,2.22,,-73.66494876,40.58802249
2688,Lynbrook,village,NY,36,3643874,20438,6,10168.2,2.01,,-73.67420398,40.65787813
2689,Mamaroneck,village,NY,36,3644831,20151,6,6219.4,3.24,,-73.74039299,40.94725653
2690,Manorville,Census Designated Place,NY,36,3645139,14317,6,562.1,25.47,,-72.79149474,40.85748375
2691,Massapequa,Census Designated Place,NY,36,3645986,21355,6,5866.8,3.64,,-73.47048263,40.66962545
2692,Massapequa Park,village,NY,36,3645997,17109,6,7812.3,2.19,,-73.44952452,40.6824483
2693,Massena,village,NY,36,3646019,10151,6,2146.1,4.73,,-74.89230422,44.92915662
2694,Mastic,Census Designated Place,NY,36,3646074,15404,6,3970.1,3.88,,-72.84821435,40.80981879
2695,Mastic Beach,Census Designated Place,NY,36,3646085,14199,6,2897.8,4.9,,-72.84325142,40.76701553
2696,Medford,Census Designated Place,NY,36,3646404,24247,6,2245.1,10.8,,-72.9859184,40.82198093
2697,Melville,Census Designated Place,NY,36,3646514,19284,6,1592.4,12.11,,-73.40877088,40.78233667
2698,Merrick,Census Designated Place,NY,36,3646668,22040,6,5496.3,4.01,,-73.55408705,40.65691673
2699,Middle Island,Census Designated Place,NY,36,3646976,10546,6,1273.7,8.28,,-72.94536756,40.88573
2700,Middletown,city,NY,36,3647042,30345,6,5693.2,5.33,,-74.422809,41.44579518
2701,Miller Place,Census Designated Place,NY,36,3647306,11723,6,1789.8,6.55,,-73.00642123,40.95830175
2702,Mineola,village,NY,36,3647636,20800,6,11243.2,1.85,,-73.63916974,40.74697371
2703,Monsey,Census Designated Place,NY,36,3648010,26954,6,11668.4,2.31,,-74.0755645,41.11522068
2704,Mount Kisco,village,NY,36,3648890,10959,6,3569.7,3.07,,-73.7303905,41.20231797
2705,Mount Sinai,Census Designated Place,NY,36,3649066,11623,6,2032,5.72,,-73.01615526,40.93437476
2706,Mount Vernon,city,NY,36,3649121,73893,7,16755.8,4.41,,-73.8290099,40.91356309
2707,Nanuet,Census Designated Place,NY,36,3649407,18886,6,3471.7,5.44,,-74.01558154,41.0957512
2708,Nesconset,Census Designated Place,NY,36,3649825,13207,6,3457.3,3.82,,-73.15218587,40.84669491
2709,Newburgh,city,NY,36,3650034,28856,6,6036.8,4.78,,-74.02047357,41.5036959
2710,New Cassel,Census Designated Place,NY,36,3650067,14199,6,9529.5,1.49,,-73.56490219,40.76004324
2711,New City,Census Designated Place,NY,36,3650100,34135,6,2100.6,16.25,,-73.9909137,41.15430697
2712,New Rochelle,city,NY,36,3650617,79726,7,7666,10.4,,-73.78459657,40.9332391
2713,New York,city,NY,36,3651000,8804190,10,29255.6,300.94,,-74.01013178,40.71057056
2714,Niagara Falls,city,NY,36,3651055,48671,6,3447,14.12,,-79.05229973,43.094813
2715,North Amityville,Census Designated Place,NY,36,3651396,18643,6,7899.6,2.36,,-73.4118479,40.70050909
2716,North Babylon,Census Designated Place,NY,36,3651440,17927,6,5367.4,3.34,,-73.32507158,40.73105892
2717,North Bay Shore,Census Designated Place,NY,36,3651495,19619,6,6130.9,3.2,,-73.26710175,40.7624225
2718,North Bellmore,Census Designated Place,NY,36,3651517,20583,6,7856.1,2.62,,-73.53901976,40.69035284
2719,North Bellport,Census Designated Place,NY,36,3651528,11900,6,2423.6,4.91,,-72.94569215,40.78681746
2720,North Lindenhurst,Census Designated Place,NY,36,3653198,12000,6,6217.6,1.93,,-73.3848525,40.70538209
2721,North Massapequa,Census Designated Place,NY,36,3653253,17829,6,5943,3,,-73.46784483,40.70308493
2722,North Merrick,Census Designated Place,NY,36,3653264,12238,6,7074,1.73,,-73.56149879,40.68705851
2723,North New Hyde Park,Census Designated Place,NY,36,3653275,15657,6,7789.6,2.01,,-73.68766195,40.74603349
2724,North Tonawanda,city,NY,36,3653682,30496,6,3013.4,10.12,,-78.86378459,43.04650391
2725,North Valley Stream,Census Designated Place,NY,36,3653748,18197,6,9577.4,1.9,,-73.70765712,40.6840042
2726,North Wantagh,Census Designated Place,NY,36,3653792,11931,6,6246.6,1.91,,-73.5194325,40.69942209
2727,Oceanside,Census Designated Place,NY,36,3654441,32637,6,6553.6,4.98,,-73.638576,40.63092079
2728,Ogdensburg,city,NY,36,3654485,10064,6,2024.9,4.97,,-75.49042185,44.69246718
2729,Olean,city,NY,36,3654716,13937,6,2258.8,6.17,,-78.43214267,42.08185944
2730,Oneida,city,NY,36,3654837,10329,6,466.7,22.13,,-75.66210145,43.07693042
2731,Oneonta,city,NY,36,3654881,13079,6,2992.9,4.37,,-75.06661734,42.45511436
2732,Ossining,village,NY,36,3655530,27551,6,8636.7,3.19,,-73.85808889,41.16485095
2733,Oswego,city,NY,36,3655574,16921,6,2152.8,7.86,,-76.48812421,43.45719273
2734,Patchogue,village,NY,36,3656660,12408,6,5280,2.35,,-73.01179225,40.76065533
2735,Pearl River,Census Designated Place,NY,36,3656902,16567,6,2304.2,7.19,,-74.00473955,41.06153341
2736,Peekskill,city,NY,36,3656979,25431,6,5806.2,4.38,,-73.91759859,41.28900561
2737,Plainview,Census Designated Place,NY,36,3658442,27100,6,4729.5,5.73,,-73.47317762,40.78325464
2738,Plattsburgh,city,NY,36,3658574,19841,6,3010.8,6.59,,-73.46037399,44.69340643
2739,Port Chester,village,NY,36,3659223,31693,6,13602.1,2.33,,-73.66824134,41.00559418
2740,Port Washington,Census Designated Place,NY,36,3659520,16753,6,3941.9,4.25,,-73.67621008,40.82607019
2741,Poughkeepsie,city,NY,36,3659641,31577,6,5520.5,5.72,,-73.92104759,41.69492147
2742,Ridge,Census Designated Place,NY,36,3661665,13271,6,998.6,13.29,,-72.89225241,40.89470342
2743,Riverhead,Census Designated Place,NY,36,3661973,14993,6,989.6,15.15,,-72.67516277,40.94701152
2744,Rochester,city,NY,36,3663000,211328,8,5799.3,36.44,,-77.58796144,43.165327
2745,Rockville Centre,village,NY,36,3663264,26016,6,7789.2,3.34,,-73.63821741,40.66439198
2746,Rocky Point,Census Designated Place,NY,36,3663319,13633,6,1204.3,11.32,,-72.9363966,40.93571179
2747,Rome,city,NY,36,3663418,32127,6,424.6,75.66,,-75.45259528,43.21437758
2748,Ronkonkoma,Census Designated Place,NY,36,3663473,18955,6,2245.9,8.44,,-73.1294915,40.80877354
2749,Roosevelt,Census Designated Place,NY,36,3663506,18066,6,10149.4,1.78,,-73.58373914,40.67972149
2750,Rotterdam,Census Designated Place,NY,36,3663924,22968,6,2797.6,8.21,,-73.95375657,42.77857512
2751,Rye,city,NY,36,3664309,16592,6,2846,5.83,,-73.68872655,40.96957899
2752,St. James,Census Designated Place,NY,36,3664584,13487,6,2957.7,4.56,,-73.15208064,40.87610675
2753,Salisbury,Census Designated Place,NY,36,3664842,12618,6,7169.3,1.76,,-73.56046913,40.74534611
2754,Saratoga Springs,city,NY,36,3665255,28491,6,986.9,28.87,,-73.77750839,43.0674273
2755,Sayville,Census Designated Place,NY,36,3665409,16569,6,3097,5.35,,-73.0840194,40.74813877
2756,Scarsdale,village,NY,36,3665431,18253,6,2732.5,6.68,,-73.77746405,40.99982164
2757,Schenectady,city,NY,36,3665508,67047,7,6106.3,10.98,,-73.92755908,42.80251944
2758,Seaford,Census Designated Place,NY,36,3666058,15251,6,5843.3,2.61,,-73.49212904,40.66877318
2759,Selden,Census Designated Place,NY,36,3666212,21262,6,4673,4.55,,-73.04617658,40.86999925
2760,Shirley,Census Designated Place,NY,36,3667070,26360,6,2312.3,11.4,,-72.87458586,40.79719282
2761,Smithtown,Census Designated Place,NY,36,3667851,25629,6,2126.9,12.05,,-73.2195655,40.84573902
2762,South Farmingdale,Census Designated Place,NY,36,3669001,14345,6,6520.5,2.2,,-73.44714324,40.71747105
2763,Spring Valley,village,NY,36,3670420,33066,6,16450.7,2.01,,-74.04864669,41.11518245
2764,Stony Brook,Census Designated Place,NY,36,3671608,13467,6,2286.4,5.89,,-73.13872723,40.91340679
2765,Stony Point,Census Designated Place,NY,36,3671663,12126,6,2027.8,5.98,,-73.9903415,41.23058958
2766,Suffern,village,NY,36,3671894,11441,6,5371.4,2.13,,-74.14207464,41.11386376
2767,Syosset,Census Designated Place,NY,36,3672554,19259,6,3867.3,4.98,,-73.50202697,40.81568431
2768,Syracuse,city,NY,36,3673000,148620,8,5796.4,25.64,,-76.14376712,43.04092328
2769,Tarrytown,village,NY,36,3673176,11860,6,3850.6,3.08,,-73.85598866,41.06705242
2770,Kearney,city,MO,29,2938072,10404,6,779.9,13.34,,-94.3552,39.35568269
2771,Smithville,city,MO,29,2968420,10406,6,644.7,16.14,,-94.57517257,39.39245676
2772,Belgrade,city,MT,30,3004975,10460,6,2557.5,4.09,,-111.179797,45.78055617
2773,Cold Springs,Census Designated Place,NV,32,3214090,10153,6,1159,8.76,,-119.9772684,39.69264596
2774,Dayton,Census Designated Place,NV,32,3217500,15153,6,434.1,34.91,,-119.5897043,39.2431383
2775,Exeter,Census Designated Place,NH,33,3325300,10109,6,2174,4.65,,-70.94714953,42.97742177
2776,East Rutherford,borough,NJ,34,3419510,10022,6,2665.4,3.76,,-74.09478094,40.82507253
2777,Hackettstown,town,NJ,34,3428710,10248,6,2762.3,3.71,,-74.82565709,40.85400564
2778,Hillsborough,Census Designated Place,NJ,34,3431880,22214,6,2769.8,8.02,,-74.65234057,40.50691649
2779,Lake Hiawatha,Census Designated Place,NJ,34,3437680,10194,6,9183.8,1.11,,-74.38258516,40.88159516
2780,Lake Hopatcong,Census Designated Place,NJ,34,3437710,10232,6,1086.2,9.42,,-74.60940078,40.95989764
2781,Maywood,borough,NJ,34,3444880,10080,6,7814,1.29,,-74.06325954,40.90240366
2782,Oak Ridge,Census Designated Place,NJ,34,3453910,10996,6,770,14.28,,-74.498354,41.02931419
2783,Parsippany,Census Designated Place,NJ,34,3456430,22778,6,3315.6,6.87,,-74.408925,40.8696606
2784,Pompton Plains,Census Designated Place,NJ,34,3460120,11144,6,2086.9,5.34,,-74.30745351,40.9679327
2785,Preakness,Census Designated Place,NJ,34,3460810,18487,6,3243.3,5.7,,-74.22423726,40.93817307
2786,Sicklerville,Census Designated Place,NJ,34,3467470,45084,6,2573.3,17.52,,-74.96711425,39.73003419
2787,Succasunna,Census Designated Place,NJ,34,3471370,10338,6,1714.4,6.03,,-74.65942614,40.85094918
2788,The Hills,Census Designated Place,NJ,34,3472635,11410,6,4017.6,2.84,,-74.6215032,40.65606928
2789,Waldwick,borough,NJ,34,3476400,10058,6,4858.9,2.07,,-74.12616718,41.01320758
2790,Westmont,Census Designated Place,NJ,34,3479520,13726,6,5967.8,2.3,,-75.0577375,39.90241303
2791,Wood-Ridge,borough,NJ,34,3482570,10137,6,9132.4,1.11,,-74.0870225,40.84902039
2792,Airmont,village,NY,36,3600408,10166,6,2224.5,4.57,,-74.09890115,41.09933025
2793,Chestnut Ridge,village,NY,36,3615400,10505,6,2117.9,4.96,,-74.05517322,41.08295975
2794,De Witt,Census Designated Place,NY,36,3620467,11247,6,1730.3,6.5,,-76.0814735,43.02353232
2795,East Glenville,Census Designated Place,NY,36,3622084,11896,6,1148.3,10.36,,-73.920556,42.86139923
2796,East Rockaway,village,NY,36,3622876,10159,6,9959.8,1.02,,-73.66731667,40.64328139
2797,East Setauket,Census Designated Place,NY,36,3622964,10998,6,1826.9,6.02,,-73.09410925,40.92073664
2798,Inwood,Census Designated Place,NY,36,3637583,11340,6,7043.5,1.61,,-73.74811562,40.62052502
2799,Latham,Census Designated Place,NY,36,3641399,13680,6,2358.6,5.8,,-73.74971177,42.74269685
2800,Loudonville,Census Designated Place,NY,36,3643566,10296,6,2046.9,5.03,,-73.76652499,42.70679041
2801,Myers Corner,Census Designated Place,NY,36,3649363,10598,6,1233.8,8.59,,-73.87437812,41.59472197
2802,New Hyde Park,village,NY,36,3650397,10257,6,12067.1,0.85,,-73.6857431,40.73238992
2803,Niskayuna,Census Designated Place,NY,36,3651262,20787,6,1685.9,12.33,,-73.84656569,42.78002704
2804,Roessleville,Census Designated Place,NY,36,3663363,11518,6,2858.1,4.03,,-73.79641189,42.69688706
2805,Rye Brook,village,NY,36,3664325,10047,6,2912.2,3.45,,-73.67671175,41.02872523
2806,Scotchtown,Census Designated Place,NY,36,3665882,10578,6,2181,4.85,,-74.36816299,41.4758866
2807,Stony Brook University,Census Designated Place,NY,36,3671620,10409,6,6308.5,1.65,,-73.118915,40.91260879
2808,Terryville,Census Designated Place,NY,36,3673352,11472,6,3641.9,3.15,,-73.0491433,40.9090411
2809,Tonawanda,city,NY,36,3674166,15129,6,3970.9,3.81,,-78.88321628,43.00845536
2810,Troy,city,NY,36,3675484,51401,7,4647.5,11.06,,-73.67513103,42.73546382
2811,Uniondale,Census Designated Place,NY,36,3676089,32473,6,5687,5.71,,-73.59089421,40.70199251
2812,Utica,city,NY,36,3676540,65283,7,3844.7,16.98,,-75.22610898,43.09608147
2813,Valley Stream,village,NY,36,3676705,40634,6,11643,3.49,,-73.70410037,40.66496644
2814,Wantagh,Census Designated Place,NY,36,3678146,18613,6,4784.8,3.89,,-73.51010726,40.67127842
2815,Watertown,city,NY,36,3678608,24685,6,2628.9,9.39,,-75.90946324,43.97341712
