agency_name,state_name,agency_id_nces_assigned_district,county_number,agency_name_district
b'INDEX ELEMENTARY SCHOOL DISTRICT 63',b'Washington',5303720.0,53061.0,b'Index Elementary School District 63'
b'INDIAHOMA',b'Oklahoma',4015420.0,40031.0,b'INDIAHOMA'
b'INDIAN CAPITAL TECHNOLOGY CTR',b'Oklahoma',4000089.0,40101.0,b'INDIAN CAPITAL TECHNOLOGY CTR'
b'INDIAN CAPITAL TECHNOLOGY CTR',b'Oklahoma',4000077.0,40101.0,b'INDIAN CAPITAL TECHNOLOGY CTR'
b'INDIAN CAPITAL TECHNOLOGY CTR',b'Oklahoma',4000054.0,40021.0,b'INDIAN CAPITAL TECHNOLOGY CTR'
b'INDIAN CAPITAL TECHNOLOGY CTR',b'Oklahoma',4000047.0,40101.0,b'INDIAN CAPITAL TECHNOLOGY CTR'
b'INDIAN CREEK CUSD 425',b'Illinois',1735970.0,17037.0,b'Indian Creek CUSD 425'
b'INDIAN CREEK LOCAL',b'Ohio',3904780.0,39081.0,b'Indian Creek Local'
b'INDIAN DIGGINGS ELEMENTARY',b'California',618240.0,6017.0,b'Indian Diggings Elementary'
b'INDIAN HILL EXEMPTED VILLAGE',b'Ohio',3904543.0,39061.0,b'Indian Hill Exempted Village'
b'INDIAN ISLAND',b'Maine',2300066.0,23029.0,b'Indian Island'
b'INDIAN LAKE CENTRAL SCHOOL DISTRICT',b'New York',3615270.0,36041.0,b'INDIAN LAKE CENTRAL SCHOOL DISTRICT'
b'INDIAN LAKE LOCAL',b'Ohio',3904808.0,39091.0,b'Indian Lake Local'
b'INDIAN PRAIRIE CUSD 204',b'Illinois',1741690.0,17043.0,b'Indian Prairie CUSD 204'
b'INDIAN RIVER',b'Florida',1200930.0,12061.0,b'INDIAN RIVER'
b'INDIAN RIVER CENTRAL SCHOOL DISTRICT',b'New York',3615300.0,36045.0,b'INDIAN RIVER CENTRAL SCHOOL DISTRICT'
b'INDIAN RIVER SCHOOL DISTRICT',b'Delaware',1000680.0,10005.0,b'Indian River School District'
b'INDIAN SPRINGS ELEMENTARY',b'California',618270.0,6089.0,b'Indian Springs Elementary'
b'INDIAN SPRINGS SD 109',b'Illinois',1707170.0,17031.0,b'Indian Springs SD 109'
b'INDIAN TOWNSHIP',b'Maine',2300064.0,23029.0,b'Indian Township'
b'INDIAN VALLEY LOCAL',b'Ohio',3905028.0,39157.0,b'Indian Valley Local'
b'INDIANA ACADEMY FOR SCI MATH HMN',b'Indiana',1800041.0,18035.0,b'Indiana Academy for Sci Math Hmn'
b'INDIANA AGRICULTURE AND TECHNOLOGY',b'INDIANA',1800198.0,18057.0,b'Indiana Agriculture and Technology'
b'INDIANA AREA SD',b'Pennsylvania',4212150.0,42063.0,b'Indiana Area SD'
b'INDIANA CONNECTIONS ACADEMY',b'Indiana',1800098.0,18097.0,b'Indiana Connections Academy'
b'INDIANA CONNECTIONS CAREER ACADEMY',b'INDIANA',1800191.0,18097.0,b'Indiana Connections Career Academy'
b'INDIANA COUNTY TECHNOLOGY CENTER',b'Pennsylvania',4280660.0,42063.0,b'Indiana County Technology Center'
b'INDIANA DEPARTMENT OF CORRECTION',b'Indiana',1800006.0,18097.0,b'Indiana Department of Correction'
b'INDIANA SCHOOL FOR THE DEAF',b'Indiana',1800024.0,18097.0,b'Indiana School For The Deaf'
b'INDIANAPOLIS METROPOLITAN HIGH SCH',b'Indiana',1800064.0,18097.0,b'Indianapolis Metropolitan High Sch'
b'INDIANAPOLIS PUBLIC SCHOOLS',b'Indiana',1804770.0,18097.0,b'Indianapolis Public Schools'
b'INDIANOLA',b'Oklahoma',4015450.0,40121.0,b'INDIANOLA'
b'INDIANOLA COMM SCHOOL DISTRICT',b'Iowa',1914640.0,19181.0,b'Indianola Comm School District'
b'INDUSTRIAL ISD',b'Texas',4824150.0,48239.0,b'INDUSTRIAL ISD'
b'INDY STEAM ACADEMY',b'INDIANA',1800228.0,18097.0,b'Indy Steam Academy'
b'INFINITY CS',b'Pennsylvania',4200118.0,42043.0,b'Infinity CS'
b'INFINITY: MINNESOTA DIGITAL ACADEMY',b'Minnesota',2700312.0,27061.0,b'Infinity: Minnesota Digital Academy'
b'INGALLS',b'Kansas',2007680.0,20069.0,b'Ingalls'
b'INGENIUM CHARTER DISTRICT',b'CALIFORNIA',602023.0,6037.0,b'Ingenium Charter District'
b'INGENIUM CHARTER MIDDLE DISTRICT',b'CALIFORNIA',601858.0,6037.0,b'Ingenium Charter Middle District'
b'INGENIUM CLARION CHARTER MIDDLE DISTRICT',b'CALIFORNIA',602063.0,6037.0,b'Ingenium Clarion Charter Middle District'
b'INGENUITY CHARTER DISTRICT',b'CALIFORNIA',601533.0,6073.0,b'Ingenuity Charter District'
b'INGENUITY PREP PCS',b'District of Columbia',1100090.0,11001.0,b'Ingenuity Prep PCS'
b'INGHAM ISD',b'Michigan',2680520.0,26065.0,b'Ingham ISD'
b'INGLESIDE ISD',b'Texas',4824180.0,48409.0,b'INGLESIDE ISD'
b'INGLEWOOD UNIFIED',b'California',618390.0,6037.0,b'Inglewood Unified'
b'INGRAM ISD',b'Texas',4824210.0,48265.0,b'INGRAM ISD'
b'INKSTER PREPARATORY ACADEMY',b'MICHIGAN',2601110.0,26163.0,b'Inkster Preparatory Academy'
b'INLAND LAKES SCHOOLS',b'Michigan',2619170.0,26031.0,b'Inland Lakes Schools'
b'INLAND LEADERS CHARTER DISTRICT',b'CALIFORNIA',602309.0,6071.0,b'Inland Leaders Charter District'
b'INLET COMMON SCHOOL DISTRICT',b'New York',3615330.0,36041.0,b'INLET COMMON SCHOOL DISTRICT'
b'INMAN',b'Kansas',2007710.0,20113.0,b'Inman'
b'INNOCADEMY',b'Michigan',2601011.0,26139.0,b'Innocademy'
b'INNOCADEMY ALLEGAN CAMPUS',b'MICHIGAN',2601071.0,26005.0,b'Innocademy Allegan Campus'
b'INNOVATION ACADEMY CHARTER (DISTRICT)',b'Massachusetts',2500025.0,25017.0,b'Innovation Academy Charter (District)'
b'INNOVATION ACADEMY WEST',b'Ohio',3900119.0,39035.0,b'Innovation Academy West'
b'INNOVATION CHARTER HIGH SCHOOL',b'New York',3601036.0,36061.0,b'INNOVATION CHARTER HIGH SCHOOL'
b'INNOVATION SCHOOLS',b'WASHINGTON',5300344.0,53071.0,b'Innovation Schools'
b'INNOVATION SCI & TECH ACADEMY',b'MINNESOTA',2700464.0,27003.0,b'Innovation Sci & Tech Academy'
b'INNOVATIONS ACADEMY DISTRICT',b'CALIFORNIA',601627.0,6073.0,b'Innovations Academy District'
b'INNOVATIVE ARTS ACADEMY CS',b'PENNSYLVANIA',4200894.0,42077.0,b'Innovative Arts Academy CS'
b'INNOVATIVE SCHOOL DISTRICT',b'NORTH CAROLINA',3700442.0,37183.0,b'Innovative School District'
b'INOLA',b'Oklahoma',4015480.0,40131.0,b'INOLA'
b'INQUIRY CS',b'Pennsylvania',4200042.0,42101.0,b'Inquiry CS'
b'INSIGHT @ SAN DIEGO DISTRICT',b'CALIFORNIA',601528.0,6111.0,b'Insight @ San Diego District'
b'INSIGHT @ SAN JOAQUIN DISTRICT',b'CALIFORNIA',602171.0,6111.0,b'Insight @ San Joaquin District'
b'INSIGHT PA CYBER CS',b'PENNSYLVANIA',4200898.0,42029.0,b'Insight PA Cyber CS'
b'INSIGHT SCHOOL OF CALIFORNIA DISTRICT',b'CALIFORNIA',601745.0,6111.0,b'Insight School of California District'
b'INSIGHT SCHOOL OF MICHIGAN',b'MICHIGAN',2601077.0,26045.0,b'Insight School of Michigan'
b'INSIGHT SCHOOL OF OKLAHOMA (CHARTER)',b'OKLAHOMA',4000785.0,40109.0,b'INSIGHT SCHOOL OF OKLAHOMA'
b'INSPIRE ACADEMICS INC.',b'Idaho',1600011.0,16001.0,b'INSPIRE ACADEMICS INC.'
b'INSPIRE ACADEMIES',b'Texas',4800053.0,48029.0,b'INSPIRE ACADEMIES'
b'INSPIRE ACADEMY - A SCH OF INQUIRY',b'Indiana',1800123.0,18035.0,b'Inspire Academy - A Sch of Inquiry'
b'INSPIRE SCHOOL OF ARTS AND SCIENCES DISTRICT',b'CALIFORNIA',601554.0,6007.0,b'Inspire School of Arts and Sciences District'
b'INSPIRED TEACHING DEMONSTRATION PCS',b'District of Columbia',1100080.0,11001.0,b'Inspired Teaching Demonstration PCS'
b'INSPIRED VISION ACADEMY',b'Texas',4800204.0,48113.0,b'INSPIRED VISION ACADEMY'
b'INSTITUTE FOR TRANSFORMATIVE EDUCATION INC. (90876)',b'Arizona',400872.0,4019.0,b'Institute for Transformative Education Inc. (90876)'
b'INSTITUTIONAL SCHOOLS',b'Massachusetts',2511150.0,25017.0,b'Institutional Schools'
b'INTECH COLLEGIATE ACADEMY',b'Utah',4900039.0,49005.0,b'Intech Collegiate Academy'
b'INTEGRATED DAY CHARTER SCHOOL DISTRICT',b'Connecticut',900010.0,9011.0,b'Integrated Day Charter School District'
b'INTEGRITY CHARTER DISTRICT',b'CALIFORNIA',601928.0,6073.0,b'Integrity Charter District'
b'INTEGRITY EDUCATION INCORPORATED (5174)',b'Arizona',400650.0,4013.0,b'Integrity Education Incorporated (5174)'
b'INTELLECTUAL VIRTUES ACADEMY DISTRICT',b'CALIFORNIA',601535.0,6037.0,b'Intellectual Virtues Academy District'
b'INTELLECTUAL VIRTUES ACADEMY OF LONG BEACH DISTRICT',b'CALIFORNIA',602200.0,6037.0,b'Intellectual Virtues Academy of Long Beach District'
b'INTELLI-SCHOOL INC. (4352)',b'Arizona',400061.0,4013.0,b'Intelli-School Inc. (4352)'
b'INTER-LAKES COOPERATIVE SAU OFFICE',b'New Hampshire',3399902.0,33001.0,b'Inter-Lakes Cooperative SAU Office'
b'INTER-LAKES COOPERATIVE SCHOOL DISTRICT',b'New Hampshire',3303960.0,33001.0,b'Inter-lakes School District'
b'INTERACTIVE MEDIA & CONSTRUCTION (IMAC)',b'Ohio',3900478.0,39139.0,b'Interactive Media & Construction (IMAC)'
b'INTERBORO SD',b'Pennsylvania',4212170.0,42045.0,b'Interboro SD'
b'INTERDISTRICT SCHOOL FOR ARTS AND COMM DISTRICT',b'Connecticut',900011.0,9011.0,b'Interdistrict School for Arts and Comm District'
b'INTERGENERATIONAL HIGH SCHOOL',b'WASHINGTON',5300351.0,53073.0,b'Intergenerational High School'
b'INTERGENERATIONAL SCHOOL THE',b'Ohio',3900065.0,39035.0,b'Intergenerational School The'
b'INTERLAKEN SCHOOL DISTRICT',b'New Jersey',3407650.0,34025.0,b'Interlaken School District'
b'INTERMEDIATE SCHOOL DISTRICT 287',b'Minnesota',2700025.0,27053.0,b'Intermediate School District 287'
b'INTERMEDIATE SCHOOL DISTRICT 917',b'Minnesota',2700026.0,27037.0,b'INTERMEDIATE SCHOOL DISTRICT 917'
b'INTERMEDIATE UNIT 1',b'Pennsylvania',4289110.0,42125.0,b'Intermediate Unit 1'
b'INTERMOUNTAIN ESD',b'Oregon',4100036.0,41059.0,b'InterMountain ESD'
b'INTERMTN CHILDRENS HOME',b'Montana',3000104.0,30049.0,b'Intermtn Childrens Home'
b'INTERNATIONAL ACAD OF COLUMBUS',b'Ohio',3900190.0,39049.0,b'International Acad Of Columbus'
b'INTERNATIONAL ACADEMY OF FLINT',b'Michigan',2600195.0,26049.0,b'International Academy of Flint'
b'INTERNATIONAL ACADEMY OF SAGINAW',b'Michigan',2600946.0,26145.0,b'International Academy of Saginaw'
b'INTERNATIONAL CHARTER',b'Rhode Island',4400034.0,44007.0,b'International Charter'
b'INTERNATIONAL CHARTER SCHOOL OF TRENTON',b'New Jersey',3400041.0,34021.0,b'International Charter School of Trenton'
b'INTERNATIONAL COMMERCE SECONDARY SCHOOLS INC. (4334)',b'Arizona',400107.0,4013.0,b'International Commerce Secondary Schools Inc. (4334)'
b'INTERNATIONAL FALLS SCHOOL DISTRICT',b'Minnesota',2715000.0,27071.0,b'INTERNATIONAL FALLS SCHOOL DISTRICT'
b'INTERNATIONAL LEADERSHIP CHARTER  HIGH SCHOOL',b'New York',3600163.0,36005.0,b'INTERNATIONAL LEADERSHIP CHARTER  HIGH SCHOOL'
b'INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS)',b'Texas',4801440.0,48113.0,b'INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS)'
b'INTERNATIONAL SCHOOL FOR SCIENCE AND CULTURE DISTRICT',b'CALIFORNIA',602507.0,6059.0,b'International School for Science and Culture District'
b'INTERNATIONAL SCHOOL OF LOUISIANA',b'Louisiana',2200033.0,22071.0,b'International School of Louisiana'
b'INTERNATIONAL SCHOOL OF MONTEREY DISTRICT',b'CALIFORNIA',601567.0,6053.0,b'International School of Monterey District'
b'INTERNATIONAL SPANISH LANGUAGE ACAD',b'Minnesota',2700296.0,27053.0,b'International Spanish Language Acad'
b'INTERSTATE 35 COMM SCHOOL DISTRICT',b'Iowa',1914670.0,19121.0,b'Interstate 35 Comm School District'
b'INTRINSIC 2 CHARTER HIGH SCHOOL',b'ILLINOIS',1701438.0,17031.0,b'Intrinsic 2 Charter High School'
b'INVENT LEARNING HUB',b'INDIANA',1800207.0,18097.0,b'Invent Learning Hub'
b'INVER GROVE HEIGHTS SCHOOLS',b'Minnesota',2715030.0,27037.0,b'INVER GROVE HEIGHTS SCHOOLS'
b'INVEST COLLEGIATE',b'North Carolina',3700333.0,37119.0,b'Invest Collegiate'
b'INVEST COLLEGIATE - IMAGINE',b'North Carolina',3700369.0,37021.0,b'Invest Collegiate - Imagine'
b'INVICTUS ACADEMY OF RICHMOND DISTRICT',b'CALIFORNIA',602037.0,6013.0,b'Invictus Academy of Richmond District'
b'INVICTUS HIGH SCHOOL',b'Ohio',3900052.0,39035.0,b'Invictus High School'
b'INVICTUS LEADERSHIP ACADEMY DISTRICT',b'CALIFORNIA',602547.0,6037.0,b'Invictus Leadership Academy District'
b'INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL',b'New York',3601024.0,36061.0,b'INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL'
b'INYO COUNTY CAREER TECHNICAL EDUCATION',b'California',601424.0,6027.0,b'Inyo County Career Technical Education'
b'INYO COUNTY OFFICE OF EDUCATION',b'California',691011.0,6027.0,b'Inyo County Office of Education'
b'IOLA',b'Kansas',2007740.0,20001.0,b'Iola'
b'IOLA ISD',b'Texas',4824240.0,48185.0,b'IOLA ISD'
b'IOLA-SCANDINAVIA SCHOOL DISTRICT',b'Wisconsin',5506840.0,55135.0,b'Iola-Scandinavia School District'
b'IONE SD R2',b'Oregon',4100047.0,41049.0,b'Ione SD R2'
b'IONIA ISD',b'Michigan',2680540.0,26067.0,b'Ionia ISD'
b'IONIA PUBLIC SCHOOLS',b'Michigan',2619250.0,26067.0,b'Ionia Public Schools'
b'IONIA TOWNSHIP S/D #2',b'Michigan',2619290.0,26067.0,b'Ionia Township S/D #2'
b'IOSCO RESA',b'Michigan',2680560.0,26069.0,b'Iosco RESA'
b'IOWA CITY COMM SCHOOL DISTRICT',b'Iowa',1914700.0,19103.0,b'Iowa City Comm School District'
b'IOWA FALLS COMM SCHOOL DISTRICT',b'Iowa',1914730.0,19083.0,b'Iowa Falls Comm School District'
b'IOWA PARK CISD',b'Texas',4824260.0,48485.0,b'IOWA PARK CISD'
b'IOWA VALLEY COMM SCHOOL DISTRICT',b'Iowa',1914850.0,19095.0,b'Iowa Valley Comm School District'
b'IOWA-GRANT SCHOOL DISTRICT',b'Wisconsin',5506870.0,55049.0,b'Iowa-Grant School District'
b'IPAKANNI EARLY COLLEGE CHARTER DISTRICT',b'CALIFORNIA',601941.0,6007.0,b'Ipakanni Early College Charter District'
b'IPSWICH',b'Massachusetts',2506480.0,25009.0,b'Ipswich'
b'IPSWICH PUBLIC SCHOOL DISTRICT 22-6',b'South Dakota',4636060.0,46045.0,b'Ipswich Public School District 22-6'
b'IQ ACADEMY CALIFORNIA-LOS ANGELES DISTRICT',b'CALIFORNIA',601964.0,6111.0,b'iQ Academy California-Los Angeles District'
b'IRA ISD',b'Texas',4824300.0,48415.0,b'IRA ISD'
b'IRA SCHOOL DISTRICT',b'Vermont',5004830.0,50021.0,b'Ira School District'
b'IRAAN-SHEFFIELD COLLEGIATE ISD',b'Texas',4824330.0,48371.0,b'IRAAN-SHEFFIELD ISD'
b'IREDELL CHARTER ACADEMY OF ARTS & SCIENC',b'NORTH CAROLINA',3700400.0,37097.0,b'Iredell Charter Academy'
b'IREDELL ISD',b'Texas',4824360.0,48035.0,b'IREDELL ISD'
b'IREDELL-STATESVILLE SCHOOLS',b'North Carolina',3702310.0,37097.0,b'Iredell-Statesville Schools'
b'IRENE - WAKONDA SCHOOL DISTRICT 13-3',b'South Dakota',4680439.0,46125.0,b'Irene - Wakonda School District 13-3'
b'IRION COUNTY ISD',b'Texas',4830360.0,48235.0,b'IRION COUNTY ISD'
b'IRON CO. C-4',b'Missouri',2915510.0,29093.0,b'IRON CO. C-4'
b'IRON DISTRICT',b'Utah',4900390.0,49021.0,b'Iron District'
b'IRON MOUNTAIN PUBLIC SCHOOLS',b'Michigan',2619410.0,26043.0,b'Iron Mountain Public Schools'
b'IRONTON CITY SCHOOL DISTRICT',b'Ohio',3904414.0,39087.0,b'Ironton City School District'
b'IRONWOOD AREA SCHOOLS OF GOGEBIC COUNTY',b'Michigan',2619470.0,26053.0,b'Ironwood Area Schools of Gogebic County'
b'IROQUOIS AREA REG DEL SYSTEM',b'Illinois',1700277.0,17075.0,b'Iroquois Area Reg Del System'
b'IROQUOIS CENTRAL SCHOOL DISTRICT',b'New York',3615360.0,36029.0,b'IROQUOIS CENTRAL SCHOOL DISTRICT'
b'IROQUOIS COUNTY CUSD 9',b'Illinois',1720170.0,17075.0,b'Iroquois County CUSD 9'
b'IROQUOIS SCHOOL DISTRICT 02-3',b'South Dakota',4636150.0,46077.0,b'Iroquois School District 02-3'
b'IROQUOIS SD',b'Pennsylvania',4212210.0,42049.0,b'Iroquois SD'
b'IROQUOIS SPECIAL EDUCATION',b'Illinois',1700051.0,17075.0,b'Iroquois Special Education'
b'IROQUOIS WEST CUSD 10',b'Illinois',1720180.0,17075.0,b'Iroquois West CUSD 10'
b'IROQUOIS/KANKAKEE ROE',b'Illinois',1700189.0,17091.0,b'Iroquois/Kankakee ROE'
b'IRVINE INTERNATIONAL ACADEMY DISTRICT',b'CALIFORNIA',602552.0,6059.0,b'Irvine International Academy District'
b'IRVINE UNIFIED',b'California',684500.0,6059.0,b'Irvine Unified'
b'IRVING ISD',b'Texas',4824420.0,48113.0,b'IRVING ISD'
b'IRVINGTON CCSD 11',b'Illinois',1720190.0,17189.0,b'Irvington CCSD 11'
b'IRVINGTON COMMUNITY SCHOOL',b'Indiana',1800014.0,18097.0,b'Irvington Community School'
b'IRVINGTON PUBLIC SCHOOL DISTRICT',b'New Jersey',3407680.0,34013.0,b'Irvington Public School District'
b'IRVINGTON UNION FREE SCHOOL DISTRICT',b'New York',3615450.0,36119.0,b'IRVINGTON UNION FREE SCHOOL DISTRICT'
b'IRWIN COUNTY',b'Georgia',1302910.0,13155.0,b'Irwin County'
b'ISAAC ELEMENTARY DISTRICT (4259)',b'Arizona',403960.0,4013.0,b'Isaac Elementary District (4259)'
b'ISANA ACHERNAR ACADEMY DISTRICT',b'CALIFORNIA',601777.0,6037.0,b'ISANA Achernar Academy District'
b'ISANA CARDINAL ACADEMY DISTRICT',b'CALIFORNIA',601863.0,6037.0,b'ISANA Cardinal Academy District'
b'ISANA HIMALIA ACADEMY DISTRICT',b'CALIFORNIA',601507.0,6037.0,b'ISANA Himalia Academy District'
b'ISANA NASCENT ACADEMY DISTRICT',b'CALIFORNIA',601599.0,6037.0,b'ISANA Nascent Academy District'
b'ISANA OCTAVIA ACADEMY DISTRICT',b'CALIFORNIA',602241.0,6037.0,b'ISANA Octavia Academy District'
b'ISANA PALMATI ACADEMY DISTRICT',b'CALIFORNIA',601541.0,6037.0,b'ISANA Palmati Academy District'
b'ISANTI COMMUNITY SCHOOL',b'Nebraska',3176400.0,31107.0,b'ISANTI COMMUNITY SCHOOL'
b'ISHPEMING PUBLIC SCHOOL DISTRICT NO. 1',b'Michigan',2619530.0,26103.0,b'Ishpeming Public School District No. 1'
b'ISLAND CITY ACADEMY',b'Michigan',2600073.0,26045.0,b'Island City Academy'
b'ISLAND HEIGHTS SCHOOL DISTRICT',b'New Jersey',3407710.0,34029.0,b'Island Heights School District'
b'ISLAND MONTESSORI CHARTER',b'North Carolina',3700332.0,37129.0,b'Island Montessori Charter'
b'ISLAND PARK CHARTER SCHOOL INC.',b'IDAHO',1600192.0,16043.0,b'ISLAND PARK CHARTER SCHOOL INC.'
b'ISLAND PARK UNION FREE SCHOOL DISTRICT',b'New York',3615480.0,36059.0,b'ISLAND PARK UNION FREE SCHOOL DISTRICT'
b'ISLAND TREES UNION FREE SCHOOL DISTRICT',b'New York',3615510.0,36059.0,b'ISLAND TREES UNION FREE SCHOOL DISTRICT'
b'ISLAND UNION ELEMENTARY',b'California',618510.0,6031.0,b'Island Union Elementary'
b'ISLE AU HAUT PUBLIC SCHOOLS',b'Maine',2306780.0,23009.0,b'Isle Au Haut Public Schools'
b'ISLE OF WIGHT COUNTY PUBLIC SCHOOLS',b'Virginia',5102010.0,51093.0,b'ISLE OF WIGHT CO PBLC SCHS'
b'ISLE PUBLIC SCHOOL DISTRICT',b'Minnesota',2715510.0,27095.0,b'ISLE PUBLIC SCHOOL DISTRICT'
b'ISLESBORO PUBLIC SCHOOLS',b'Maine',2306810.0,23027.0,b'Islesboro Public Schools'
b'ISLIP UNION FREE SCHOOL DISTRICT',b'New York',3615540.0,36103.0,b'ISLIP UNION FREE SCHOOL DISTRICT'
b'ISSAQUAH SCHOOL DISTRICT',b'Washington',5303750.0,53033.0,b'Issaquah School District'
b'ISTEM',b'OHIO',3901575.0,39085.0,b'iSTEM Geauga Early College High School'
b'ISTHMUS MONTESSORI ACADEMY INC',b'WISCONSIN',5500082.0,55025.0,b'Isthmus Montessori Academy Public Agency'
b'ISU  LABORATORY SCHOOLS',b'Illinois',1700099.0,17113.0,b'ISU  Laboratory Schools'
b'ISUCCEED VIRTUAL HIGH SCHOOL INC.',b'Idaho',1600144.0,16001.0,b'ISUCCEED VIRTUAL HIGH SCHOOL INC.'
b'ITALY ISD',b'Texas',4824450.0,48139.0,b'ITALY ISD'
b'ITASCA AREA SCHOOLS COLLABORATIVE',b'Minnesota',2700196.0,27061.0,b'ITASCA AREA SCHOOLS COLLABORATIVE'
b'ITASCA ISD',b'Texas',4824480.0,48217.0,b'ITASCA ISD'
b'ITASCA SD 10',b'Illinois',1720220.0,17043.0,b'Itasca SD 10'
b'ITAWAMBA COUNTY SCHOOL DIST',b'Mississippi',2802100.0,28057.0,b'ITAWAMBA COUNTY SCHOOL DIST'
b'ITHACA CITY SCHOOL DISTRICT',b'New York',3615570.0,36109.0,b'ITHACA CITY SCHOOL DISTRICT'
b'ITHACA PUBLIC SCHOOLS',b'Michigan',2619580.0,26057.0,b'Ithaca Public Schools'
b'ITHACA SCHOOL DISTRICT',b'Wisconsin',5506960.0,55103.0,b'Ithaca School District'
b'ITINERIS EARLY COLLEGE HIGH',b'Utah',4900067.0,49035.0,b'Itineris Early College High'
b'IUKA CCSD 7',b'Illinois',1720250.0,17121.0,b'Iuka CCSD 7'
b'IVANHOE PUBLIC SCHOOL DISTRICT',b'Minnesota',2715540.0,27081.0,b'IVANHOE PUBLIC SCHOOL DISTRICT'
b'IVY ACADEMIA DISTRICT',b'CALIFORNIA',602025.0,6037.0,b'Ivy Academia District'
b'IVY BOUND ACAD MATH SCI AND TECH CHARTER MID 2 DISTRICT',b'CALIFORNIA',601546.0,6037.0,b'Ivy Bound Acad Math Sci and Tech Charter Mid 2 District'
b'IVY BOUND ACAD OF MATH SCI AND TECH CHARTER MID DISTRICT',b'CALIFORNIA',602099.0,6037.0,b'Ivy Bound Acad of Math Sci and Tech Charter Mid District'
b'IVY HILL PREPARATORY CHARTER SCHOOL',b'NEW YORK',3601209.0,36047.0,b'IVY HILL PREPARATORY CHARTER SCHOOL'
b'IVYTECH CHARTER DISTRICT',b'CALIFORNIA',602134.0,6111.0,b'IvyTech Charter District'
b'IVYWOOD CLASSICAL ACADEMY',b'MICHIGAN',2601123.0,26163.0,b'Ivywood Classical Academy'
b'IZARD COUNTY CONSOLIDATED SCHOOL DISTRICT',b'Arkansas',500021.0,5065.0,b'IZARD COUNTY CONSOLIDATED SCHOOL DISTRICT'
b'J O COMBS UNIFIED SCHOOL DISTRICT (4445)',b'Arizona',403990.0,4021.0,b'J O Combs Unified School District (4445)'
b'J PAUL TAYLOR ACADEMY',b'New Mexico',3500141.0,35013.0,b'J PAUL TAYLOR ACADEMY'
b'J S MORTON HSD 201',b'Illinois',1726880.0,17031.0,b'J S Morton HSD 201'
b'JAC-CEN-DEL COMMUNITY SCH CORP',b'Indiana',1804800.0,18137.0,b'Jac-Cen-Del Community Sch Corp'
b'JACKSBORO ISD',b'Texas',4824530.0,48237.0,b'JACKSBORO ISD'
b'JACKSON',b'Florida',1200960.0,12063.0,b'JACKSON'
b'JACKSON CENTER LOCAL',b'Ohio',3910005.0,39149.0,b'Jackson Center Local'
b'JACKSON CITY',b'Ohio',3904415.0,39079.0,b'Jackson City'
b'JACKSON CO SCHOOL DIST',b'Mississippi',2802160.0,28059.0,b'JACKSON CO SCHOOL DIST'
b'JACKSON CO. SCHOOL DISTRICT',b'Arkansas',513230.0,5067.0,b'JACKSON CO. SCHOOL DISTRICT'
b'JACKSON COUNTY',b'Alabama',101830.0,1071.0,b'Jackson County'
b'JACKSON COUNTY',b'Kentucky',2102940.0,21109.0,b'Jackson County'
b'JACKSON COUNTY',b'Georgia',1302940.0,13157.0,b'Jackson County'
b'JACKSON COUNTY',b'Tennessee',4702070.0,47087.0,b'Jackson County'
b'JACKSON COUNTY CENTRAL SCHOOL DIST.',b'Minnesota',2700231.0,27063.0,b'JACKSON COUNTY CENTRAL SCHOOL DIST.'
b'JACKSON COUNTY PUBLIC SCHOOLS',b'North Carolina',3702340.0,37099.0,b'Jackson County Public Schools'
b'JACKSON COUNTY SCHOOLS',b'West Virginia',5400540.0,54035.0,b'JACKSON COUNTY SCHOOLS'
b'JACKSON DAY SCHOOL',b'NORTH CAROLINA',3700441.0,37119.0,b'Jackson Day School'
b'JACKSON ELEM',b'Montana',3015060.0,30001.0,b'Jackson Elem'
b'JACKSON INDEPENDENT',b'Kentucky',2102910.0,21025.0,b'Jackson Independent'
b'JACKSON ISD',b'Michigan',2680580.0,26075.0,b'Jackson ISD'
b'JACKSON LOCAL',b'Ohio',3904985.0,39151.0,b'Jackson Local'
b'JACKSON PARISH',b'Louisiana',2200780.0,22049.0,b'Jackson Parish'
b'JACKSON PREPARATORY & EARLY COLLEGE',b'Michigan',2601044.0,26075.0,b'Jackson Preparatory & Early College'
b'JACKSON PUBLIC SCHOOL DISTRICT',b'Mississippi',2802190.0,28049.0,b'JACKSON PUBLIC SCHOOL DISTRICT'
b'JACKSON PUBLIC SCHOOLS',b'Michigan',2619620.0,26075.0,b'Jackson Public Schools'
b'JACKSON R-II',b'Missouri',2915600.0,29031.0,b'JACKSON R-II'
"b""JACKSON RIVER GOVERNOR'S SCHOOL""",b'Virginia',5100063.0,51005.0,"b""JACKSON RIVER GOVERNOR'S SCHOOL"""
b'JACKSON RIVER TECHNICAL CENTER',b'Virginia',5100004.0,51005.0,b'JACKSON RIVER TECH CTR'
b'JACKSON SCHOOL DISTRICT',b'New Hampshire',3303990.0,33003.0,b'Jackson School District'
b'JACKSON TOWNSHIP SCHOOL DISTRICT',b'New Jersey',3407740.0,34029.0,b'Jackson Township School District'
